wE	aE	wRK	aRK
0.534882	-0.103751	0.534538	-0.103682
0.534984	-0.103698	0.534639	-0.103629
0.535086	-0.103644	0.534741	-0.103575
0.535187	-0.103591	0.534842	-0.103522
0.535289	-0.103537	0.534943	-0.103468
0.535390	-0.103484	0.535045	-0.103415
0.535491	-0.103430	0.535146	-0.103361
0.535593	-0.103377	0.535247	-0.103308
0.535694	-0.103323	0.535348	-0.103254
0.535795	-0.103269	0.535449	-0.103201
0.535896	-0.103216	0.535550	-0.103147
0.535997	-0.103162	0.535651	-0.103094
0.536098	-0.103109	0.535752	-0.103040
0.536199	-0.103055	0.535853	-0.102986
0.536300	-0.103001	0.535954	-0.102933
0.536401	-0.102948	0.536055	-0.102879
0.536502	-0.102894	0.536156	-0.102826
0.536603	-0.102840	0.536256	-0.102772
0.536703	-0.102787	0.536357	-0.102718
0.536804	-0.102733	0.536457	-0.102665
0.536905	-0.102679	0.536558	-0.102611
0.537005	-0.102626	0.536658	-0.102557
0.537106	-0.102572	0.536759	-0.102504
0.537206	-0.102518	0.536859	-0.102450
0.537306	-0.102465	0.536959	-0.102396
0.537407	-0.102411	0.537060	-0.102343
0.537507	-0.102357	0.537160	-0.102289
0.537607	-0.102303	0.537260	-0.102235
0.537707	-0.102250	0.537360	-0.102182
0.537808	-0.102196	0.537460	-0.102128
0.537908	-0.102142	0.537560	-0.102074
0.538008	-0.102088	0.537660	-0.102020
0.538108	-0.102035	0.537760	-0.101967
0.538208	-0.101981	0.537860	-0.101913
0.538307	-0.101927	0.537960	-0.101859
0.538407	-0.101873	0.538059	-0.101805
0.538507	-0.101819	0.538159	-0.101751
0.538607	-0.101765	0.538259	-0.101698
0.538706	-0.101711	0.538358	-0.101644
0.538806	-0.101658	0.538458	-0.101590
0.538906	-0.101604	0.538557	-0.101536
0.539005	-0.101550	0.538657	-0.101482
0.539105	-0.101496	0.538756	-0.101428
0.539204	-0.101442	0.538855	-0.101374
0.539303	-0.101388	0.538954	-0.101321
0.539403	-0.101334	0.539054	-0.101267
0.539502	-0.101280	0.539153	-0.101213
0.539601	-0.101226	0.539252	-0.101159
0.539700	-0.101172	0.539351	-0.101105
0.539799	-0.101118	0.539450	-0.101051
0.539898	-0.101064	0.539549	-0.100997
0.539997	-0.101010	0.539648	-0.100943
0.540096	-0.100956	0.539747	-0.100889
0.540195	-0.100902	0.539845	-0.100835
0.540294	-0.100848	0.539944	-0.100781
0.540393	-0.100794	0.540043	-0.100727
0.540491	-0.100740	0.540141	-0.100673
0.540590	-0.100686	0.540240	-0.100619
0.540689	-0.100632	0.540338	-0.100565
0.540787	-0.100578	0.540437	-0.100511
0.540886	-0.100524	0.540535	-0.100457
0.540984	-0.100470	0.540634	-0.100403
0.541082	-0.100416	0.540732	-0.100349
0.541181	-0.100362	0.540830	-0.100295
0.541279	-0.100308	0.540928	-0.100241
0.541377	-0.100254	0.541027	-0.100187
0.541476	-0.100199	0.541125	-0.100132
0.541574	-0.100145	0.541223	-0.100078
0.541672	-0.100091	0.541321	-0.100024
0.541770	-0.100037	0.541419	-0.099970
0.541868	-0.099983	0.541517	-0.099916
0.541966	-0.099929	0.541614	-0.099862
0.542064	-0.099874	0.541712	-0.099808
0.542161	-0.099820	0.541810	-0.099753
0.542259	-0.099766	0.541908	-0.099699
0.542357	-0.099712	0.542005	-0.099645
0.542454	-0.099657	0.542103	-0.099591
0.542552	-0.099603	0.542200	-0.099537
0.542650	-0.099549	0.542298	-0.099482
0.542747	-0.099495	0.542395	-0.099428
0.542845	-0.099440	0.542492	-0.099374
0.542942	-0.099386	0.542590	-0.099320
0.543039	-0.099332	0.542687	-0.099265
0.543137	-0.099278	0.542784	-0.099211
0.543234	-0.099223	0.542881	-0.099157
0.543331	-0.099169	0.542978	-0.099103
0.543428	-0.099115	0.543075	-0.099048
0.543525	-0.099060	0.543172	-0.098994
0.543622	-0.099006	0.543269	-0.098940
0.543719	-0.098952	0.543366	-0.098885
0.543816	-0.098897	0.543463	-0.098831
0.543913	-0.098843	0.543560	-0.098777
0.544010	-0.098788	0.543657	-0.098722
0.544106	-0.098734	0.543753	-0.098668
0.544203	-0.098680	0.543850	-0.098613
0.544300	-0.098625	0.543946	-0.098559
0.544396	-0.098571	0.544043	-0.098505
0.544493	-0.098516	0.544139	-0.098450
0.544589	-0.098462	0.544236	-0.098396
0.544686	-0.098407	0.544332	-0.098341
0.544782	-0.098353	0.544428	-0.098287
0.544879	-0.098298	0.544525	-0.098233
0.544975	-0.098244	0.544621	-0.098178
0.545071	-0.098189	0.544717	-0.098124
0.545167	-0.098135	0.544813	-0.098069
0.545263	-0.098080	0.544909	-0.098015
0.545359	-0.098026	0.545005	-0.097960
0.545455	-0.097971	0.545101	-0.097906
0.545551	-0.097917	0.545197	-0.097851
0.545647	-0.097862	0.545293	-0.097797
0.545743	-0.097808	0.545388	-0.097742
0.545839	-0.097753	0.545484	-0.097688
0.545935	-0.097699	0.545580	-0.097633
0.546030	-0.097644	0.545675	-0.097578
0.546126	-0.097589	0.545771	-0.097524
0.546222	-0.097535	0.545866	-0.097469
0.546317	-0.097480	0.545962	-0.097415
0.546413	-0.097425	0.546057	-0.097360
0.546508	-0.097371	0.546152	-0.097305
0.546603	-0.097316	0.546248	-0.097251
0.546699	-0.097261	0.546343	-0.097196
0.546794	-0.097207	0.546438	-0.097142
0.546889	-0.097152	0.546533	-0.097087
0.546984	-0.097097	0.546628	-0.097032
0.547079	-0.097043	0.546723	-0.096978
0.547175	-0.096988	0.546818	-0.096923
0.547269	-0.096933	0.546913	-0.096868
0.547364	-0.096879	0.547008	-0.096814
0.547459	-0.096824	0.547103	-0.096759
0.547554	-0.096769	0.547198	-0.096704
0.547649	-0.096714	0.547292	-0.096649
0.547744	-0.096660	0.547387	-0.096595
0.547838	-0.096605	0.547482	-0.096540
0.547933	-0.096550	0.547576	-0.096485
0.548028	-0.096495	0.547671	-0.096430
0.548122	-0.096440	0.547765	-0.096376
0.548217	-0.096386	0.547859	-0.096321
0.548311	-0.096331	0.547954	-0.096266
0.548405	-0.096276	0.548048	-0.096211
0.548500	-0.096221	0.548142	-0.096156
0.548594	-0.096166	0.548236	-0.096102
0.548688	-0.096111	0.548330	-0.096047
0.548782	-0.096057	0.548424	-0.095992
0.548876	-0.096002	0.548518	-0.095937
0.548970	-0.095947	0.548612	-0.095882
0.549064	-0.095892	0.548706	-0.095827
0.549158	-0.095837	0.548800	-0.095772
0.549252	-0.095782	0.548894	-0.095718
0.549346	-0.095727	0.548988	-0.095663
0.549440	-0.095672	0.549081	-0.095608
0.549533	-0.095617	0.549175	-0.095553
0.549627	-0.095562	0.549268	-0.095498
0.549721	-0.095507	0.549362	-0.095443
0.549814	-0.095452	0.549455	-0.095388
0.549908	-0.095397	0.549549	-0.095333
0.550001	-0.095342	0.549642	-0.095278
0.550094	-0.095287	0.549736	-0.095223
0.550188	-0.095232	0.549829	-0.095168
0.550281	-0.095177	0.549922	-0.095113
0.550374	-0.095122	0.550015	-0.095058
0.550468	-0.095067	0.550108	-0.095003
0.550561	-0.095012	0.550201	-0.094948
0.550654	-0.094957	0.550294	-0.094893
0.550747	-0.094902	0.550387	-0.094838
0.550840	-0.094847	0.550480	-0.094783
0.550933	-0.094792	0.550573	-0.094728
0.551025	-0.094737	0.550666	-0.094673
0.551118	-0.094682	0.550758	-0.094618
0.551211	-0.094627	0.550851	-0.094563
0.551304	-0.094572	0.550944	-0.094508
0.551396	-0.094516	0.551036	-0.094453
0.551489	-0.094461	0.551129	-0.094398
0.551581	-0.094406	0.551221	-0.094342
0.551674	-0.094351	0.551313	-0.094287
0.551766	-0.094296	0.551406	-0.094232
0.551859	-0.094241	0.551498	-0.094177
0.551951	-0.094185	0.551590	-0.094122
0.552043	-0.094130	0.551682	-0.094067
0.552135	-0.094075	0.551774	-0.094012
0.552228	-0.094020	0.551867	-0.093956
0.552320	-0.093965	0.551959	-0.093901
0.552412	-0.093909	0.552051	-0.093846
0.552504	-0.093854	0.552142	-0.093791
0.552596	-0.093799	0.552234	-0.093736
0.552688	-0.093744	0.552326	-0.093680
0.552779	-0.093688	0.552418	-0.093625
0.552871	-0.093633	0.552509	-0.093570
0.552963	-0.093578	0.552601	-0.093515
0.553055	-0.093523	0.552693	-0.093459
0.553146	-0.093467	0.552784	-0.093404
0.553238	-0.093412	0.552876	-0.093349
0.553329	-0.093357	0.552967	-0.093293
0.553421	-0.093301	0.553058	-0.093238
0.553512	-0.093246	0.553150	-0.093183
0.553603	-0.093191	0.553241	-0.093128
0.553695	-0.093135	0.553332	-0.093072
0.553786	-0.093080	0.553423	-0.093017
0.553877	-0.093024	0.553514	-0.092962
0.553968	-0.092969	0.553605	-0.092906
0.554059	-0.092914	0.553696	-0.092851
0.554150	-0.092858	0.553787	-0.092795
0.554241	-0.092803	0.553878	-0.092740
0.554332	-0.092747	0.553969	-0.092685
0.554423	-0.092692	0.554060	-0.092629
0.554514	-0.092637	0.554151	-0.092574
0.554605	-0.092581	0.554241	-0.092518
0.554695	-0.092526	0.554332	-0.092463
0.554786	-0.092470	0.554422	-0.092408
0.554877	-0.092415	0.554513	-0.092352
0.554967	-0.092359	0.554603	-0.092297
0.555058	-0.092304	0.554694	-0.092241
0.555148	-0.092248	0.554784	-0.092186
0.555238	-0.092193	0.554874	-0.092130
0.555329	-0.092137	0.554965	-0.092075
0.555419	-0.092082	0.555055	-0.092019
0.555509	-0.092026	0.555145	-0.091964
0.555599	-0.091971	0.555235	-0.091908
0.555689	-0.091915	0.555325	-0.091853
0.555779	-0.091859	0.555415	-0.091797
0.555869	-0.091804	0.555505	-0.091742
0.555959	-0.091748	0.555595	-0.091686
0.556049	-0.091693	0.555684	-0.091630
0.556139	-0.091637	0.555774	-0.091575
0.556229	-0.091581	0.555864	-0.091519
0.556318	-0.091526	0.555953	-0.091464
0.556408	-0.091470	0.556043	-0.091408
0.556498	-0.091415	0.556133	-0.091353
0.556587	-0.091359	0.556222	-0.091297
0.556677	-0.091303	0.556311	-0.091241
0.556766	-0.091248	0.556401	-0.091186
0.556856	-0.091192	0.556490	-0.091130
0.556945	-0.091136	0.556579	-0.091074
0.557034	-0.091080	0.556669	-0.091019
0.557123	-0.091025	0.556758	-0.090963
0.557213	-0.090969	0.556847	-0.090907
0.557302	-0.090913	0.556936	-0.090852
0.557391	-0.090858	0.557025	-0.090796
0.557480	-0.090802	0.557114	-0.090740
0.557569	-0.090746	0.557203	-0.090685
0.557658	-0.090690	0.557291	-0.090629
0.557747	-0.090635	0.557380	-0.090573
0.557835	-0.090579	0.557469	-0.090517
0.557924	-0.090523	0.557557	-0.090462
0.558013	-0.090467	0.557646	-0.090406
0.558101	-0.090411	0.557735	-0.090350
0.558190	-0.090356	0.557823	-0.090294
0.558278	-0.090300	0.557912	-0.090238
0.558367	-0.090244	0.558000	-0.090183
0.558455	-0.090188	0.558088	-0.090127
0.558544	-0.090132	0.558176	-0.090071
0.558632	-0.090076	0.558265	-0.090015
0.558720	-0.090021	0.558353	-0.089959
0.558808	-0.089965	0.558441	-0.089904
0.558897	-0.089909	0.558529	-0.089848
0.558985	-0.089853	0.558617	-0.089792
0.559073	-0.089797	0.558705	-0.089736
0.559161	-0.089741	0.558793	-0.089680
0.559249	-0.089685	0.558881	-0.089624
0.559336	-0.089629	0.558968	-0.089568
0.559424	-0.089573	0.559056	-0.089512
0.559512	-0.089517	0.559144	-0.089457
0.559600	-0.089461	0.559231	-0.089401
0.559687	-0.089406	0.559319	-0.089345
0.559775	-0.089350	0.559406	-0.089289
0.559862	-0.089294	0.559494	-0.089233
0.559950	-0.089238	0.559581	-0.089177
0.560037	-0.089182	0.559669	-0.089121
0.560125	-0.089126	0.559756	-0.089065
0.560212	-0.089070	0.559843	-0.089009
0.560299	-0.089014	0.559930	-0.088953
0.560387	-0.088958	0.560017	-0.088897
0.560474	-0.088901	0.560105	-0.088841
0.560561	-0.088845	0.560192	-0.088785
0.560648	-0.088789	0.560279	-0.088729
0.560735	-0.088733	0.560365	-0.088673
0.560822	-0.088677	0.560452	-0.088617
0.560909	-0.088621	0.560539	-0.088561
0.560995	-0.088565	0.560626	-0.088505
0.561082	-0.088509	0.560712	-0.088449
0.561169	-0.088453	0.560799	-0.088393
0.561256	-0.088397	0.560886	-0.088337
0.561342	-0.088341	0.560972	-0.088280
0.561429	-0.088284	0.561059	-0.088224
0.561515	-0.088228	0.561145	-0.088168
0.561602	-0.088172	0.561231	-0.088112
0.561688	-0.088116	0.561318	-0.088056
0.561774	-0.088060	0.561404	-0.088000
0.561861	-0.088004	0.561490	-0.087944
0.561947	-0.087947	0.561576	-0.087888
0.562033	-0.087891	0.561662	-0.087831
0.562119	-0.087835	0.561748	-0.087775
0.562205	-0.087779	0.561834	-0.087719
0.562291	-0.087723	0.561920	-0.087663
0.562377	-0.087666	0.562006	-0.087607
0.562463	-0.087610	0.562092	-0.087550
0.562549	-0.087554	0.562178	-0.087494
0.562635	-0.087498	0.562263	-0.087438
0.562720	-0.087441	0.562349	-0.087382
0.562806	-0.087385	0.562435	-0.087326
0.562892	-0.087329	0.562520	-0.087269
0.562977	-0.087273	0.562606	-0.087213
0.563063	-0.087216	0.562691	-0.087157
0.563148	-0.087160	0.562776	-0.087100
0.563234	-0.087104	0.562862	-0.087044
0.563319	-0.087047	0.562947	-0.086988
0.563404	-0.086991	0.563032	-0.086932
0.563489	-0.086935	0.563117	-0.086875
0.563575	-0.086878	0.563202	-0.086819
0.563660	-0.086822	0.563287	-0.086763
0.563745	-0.086766	0.563372	-0.086706
0.563830	-0.086709	0.563457	-0.086650
0.563915	-0.086653	0.563542	-0.086594
0.564000	-0.086596	0.563627	-0.086537
0.564085	-0.086540	0.563712	-0.086481
0.564169	-0.086484	0.563796	-0.086425
0.564254	-0.086427	0.563881	-0.086368
0.564339	-0.086371	0.563966	-0.086312
0.564423	-0.086314	0.564050	-0.086255
0.564508	-0.086258	0.564135	-0.086199
0.564592	-0.086201	0.564219	-0.086143
0.564677	-0.086145	0.564304	-0.086086
0.564761	-0.086089	0.564388	-0.086030
0.564846	-0.086032	0.564472	-0.085973
0.564930	-0.085976	0.564556	-0.085917
0.565014	-0.085919	0.564641	-0.085860
0.565098	-0.085863	0.564725	-0.085804
0.565182	-0.085806	0.564809	-0.085747
0.565267	-0.085750	0.564893	-0.085691
0.565351	-0.085693	0.564977	-0.085634
0.565435	-0.085637	0.565060	-0.085578
0.565518	-0.085580	0.565144	-0.085521
0.565602	-0.085523	0.565228	-0.085465
0.565686	-0.085467	0.565312	-0.085408
0.565770	-0.085410	0.565395	-0.085352
0.565854	-0.085354	0.565479	-0.085295
0.565937	-0.085297	0.565563	-0.085239
0.566021	-0.085241	0.565646	-0.085182
0.566104	-0.085184	0.565729	-0.085126
0.566188	-0.085127	0.565813	-0.085069
0.566271	-0.085071	0.565896	-0.085012
0.566354	-0.085014	0.565979	-0.084956
0.566438	-0.084957	0.566063	-0.084899
0.566521	-0.084901	0.566146	-0.084843
0.566604	-0.084844	0.566229	-0.084786
0.566687	-0.084787	0.566312	-0.084729
0.566770	-0.084731	0.566395	-0.084673
0.566853	-0.084674	0.566478	-0.084616
0.566936	-0.084617	0.566561	-0.084559
0.567019	-0.084561	0.566644	-0.084503
0.567102	-0.084504	0.566726	-0.084446
0.567185	-0.084447	0.566809	-0.084389
0.567268	-0.084391	0.566892	-0.084333
0.567350	-0.084334	0.566974	-0.084276
0.567433	-0.084277	0.567057	-0.084219
0.567516	-0.084220	0.567139	-0.084163
0.567598	-0.084164	0.567222	-0.084106
0.567681	-0.084107	0.567304	-0.084049
0.567763	-0.084050	0.567387	-0.083992
0.567845	-0.083993	0.567469	-0.083936
0.567928	-0.083937	0.567551	-0.083879
0.568010	-0.083880	0.567633	-0.083822
0.568092	-0.083823	0.567715	-0.083765
0.568174	-0.083766	0.567797	-0.083709
0.568256	-0.083709	0.567879	-0.083652
0.568338	-0.083653	0.567961	-0.083595
0.568420	-0.083596	0.568043	-0.083538
0.568502	-0.083539	0.568125	-0.083481
0.568584	-0.083482	0.568207	-0.083425
0.568666	-0.083425	0.568288	-0.083368
0.568748	-0.083368	0.568370	-0.083311
0.568829	-0.083311	0.568452	-0.083254
0.568911	-0.083255	0.568533	-0.083197
0.568993	-0.083198	0.568615	-0.083140
0.569074	-0.083141	0.568696	-0.083084
0.569156	-0.083084	0.568778	-0.083027
0.569237	-0.083027	0.568859	-0.082970
0.569318	-0.082970	0.568940	-0.082913
0.569400	-0.082913	0.569021	-0.082856
0.569481	-0.082856	0.569103	-0.082799
0.569562	-0.082799	0.569184	-0.082742
0.569643	-0.082742	0.569265	-0.082685
0.569724	-0.082685	0.569346	-0.082628
0.569805	-0.082628	0.569427	-0.082571
0.569886	-0.082571	0.569508	-0.082514
0.569967	-0.082514	0.569588	-0.082458
0.570048	-0.082457	0.569669	-0.082401
0.570129	-0.082400	0.569750	-0.082344
0.570210	-0.082343	0.569831	-0.082287
0.570290	-0.082286	0.569911	-0.082230
0.570371	-0.082229	0.569992	-0.082173
0.570451	-0.082172	0.570072	-0.082116
0.570532	-0.082115	0.570153	-0.082059
0.570612	-0.082058	0.570233	-0.082002
0.570693	-0.082001	0.570313	-0.081945
0.570773	-0.081944	0.570394	-0.081888
0.570853	-0.081887	0.570474	-0.081830
0.570934	-0.081830	0.570554	-0.081773
0.571014	-0.081773	0.570634	-0.081716
0.571094	-0.081716	0.570714	-0.081659
0.571174	-0.081658	0.570794	-0.081602
0.571254	-0.081601	0.570874	-0.081545
0.571334	-0.081544	0.570954	-0.081488
0.571414	-0.081487	0.571034	-0.081431
0.571494	-0.081430	0.571114	-0.081374
0.571574	-0.081373	0.571193	-0.081317
0.571653	-0.081316	0.571273	-0.081260
0.571733	-0.081259	0.571352	-0.081202
0.571813	-0.081201	0.571432	-0.081145
0.571892	-0.081144	0.571512	-0.081088
0.571972	-0.081087	0.571591	-0.081031
0.572051	-0.081030	0.571670	-0.080974
0.572131	-0.080973	0.571750	-0.080917
0.572210	-0.080915	0.571829	-0.080860
0.572289	-0.080858	0.571908	-0.080802
0.572368	-0.080801	0.571987	-0.080745
0.572448	-0.080744	0.572066	-0.080688
0.572527	-0.080686	0.572145	-0.080631
0.572606	-0.080629	0.572224	-0.080574
0.572685	-0.080572	0.572303	-0.080516
0.572764	-0.080515	0.572382	-0.080459
0.572843	-0.080457	0.572461	-0.080402
0.572922	-0.080400	0.572540	-0.080345
0.573000	-0.080343	0.572618	-0.080287
0.573079	-0.080285	0.572697	-0.080230
0.573158	-0.080228	0.572776	-0.080173
0.573236	-0.080171	0.572854	-0.080115
0.573315	-0.080114	0.572933	-0.080058
0.573393	-0.080056	0.573011	-0.080001
0.573472	-0.079999	0.573090	-0.079944
0.573550	-0.079942	0.573168	-0.079886
0.573629	-0.079884	0.573246	-0.079829
0.573707	-0.079827	0.573324	-0.079772
0.573785	-0.079769	0.573402	-0.079714
0.573863	-0.079712	0.573481	-0.079657
0.573941	-0.079655	0.573559	-0.079600
0.574019	-0.079597	0.573637	-0.079542
0.574097	-0.079540	0.573714	-0.079485
0.574175	-0.079482	0.573792	-0.079428
0.574253	-0.079425	0.573870	-0.079370
0.574331	-0.079368	0.573948	-0.079313
0.574409	-0.079310	0.574026	-0.079255
0.574487	-0.079253	0.574103	-0.079198
0.574564	-0.079195	0.574181	-0.079141
0.574642	-0.079138	0.574258	-0.079083
0.574719	-0.079080	0.574336	-0.079026
0.574797	-0.079023	0.574413	-0.078968
0.574874	-0.078965	0.574491	-0.078911
0.574952	-0.078908	0.574568	-0.078853
0.575029	-0.078850	0.574645	-0.078796
0.575106	-0.078793	0.574722	-0.078738
0.575184	-0.078735	0.574799	-0.078681
0.575261	-0.078678	0.574877	-0.078623
0.575338	-0.078620	0.574954	-0.078566
0.575415	-0.078563	0.575031	-0.078508
0.575492	-0.078505	0.575107	-0.078451
0.575569	-0.078448	0.575184	-0.078393
0.575646	-0.078390	0.575261	-0.078336
0.575723	-0.078333	0.575338	-0.078278
0.575799	-0.078275	0.575415	-0.078221
0.575876	-0.078217	0.575491	-0.078163
0.575953	-0.078160	0.575568	-0.078106
0.576029	-0.078102	0.575644	-0.078048
0.576106	-0.078045	0.575721	-0.077991
0.576182	-0.077987	0.575797	-0.077933
0.576259	-0.077929	0.575873	-0.077875
0.576335	-0.077872	0.575950	-0.077818
0.576411	-0.077814	0.576026	-0.077760
0.576488	-0.077757	0.576102	-0.077703
0.576564	-0.077699	0.576178	-0.077645
0.576640	-0.077641	0.576254	-0.077587
0.576716	-0.077584	0.576330	-0.077530
0.576792	-0.077526	0.576406	-0.077472
0.576868	-0.077468	0.576482	-0.077415
0.576944	-0.077411	0.576558	-0.077357
0.577020	-0.077353	0.576634	-0.077299
0.577096	-0.077295	0.576710	-0.077242
0.577171	-0.077237	0.576785	-0.077184
0.577247	-0.077180	0.576861	-0.077126
0.577323	-0.077122	0.576936	-0.077068
0.577398	-0.077064	0.577012	-0.077011
0.577474	-0.077007	0.577087	-0.076953
0.577549	-0.076949	0.577163	-0.076895
0.577625	-0.076891	0.577238	-0.076838
0.577700	-0.076833	0.577313	-0.076780
0.577775	-0.076776	0.577389	-0.076722
0.577851	-0.076718	0.577464	-0.076664
0.577926	-0.076660	0.577539	-0.076607
0.578001	-0.076602	0.577614	-0.076549
0.578076	-0.076544	0.577689	-0.076491
0.578151	-0.076487	0.577764	-0.076433
0.578226	-0.076429	0.577839	-0.076376
0.578301	-0.076371	0.577913	-0.076318
0.578376	-0.076313	0.577988	-0.076260
0.578451	-0.076255	0.578063	-0.076202
0.578525	-0.076197	0.578138	-0.076144
0.578600	-0.076140	0.578212	-0.076087
0.578675	-0.076082	0.578287	-0.076029
0.578749	-0.076024	0.578361	-0.075971
0.578824	-0.075966	0.578436	-0.075913
0.578898	-0.075908	0.578510	-0.075855
0.578973	-0.075850	0.578584	-0.075797
0.579047	-0.075792	0.578659	-0.075740
0.579121	-0.075734	0.578733	-0.075682
0.579195	-0.075676	0.578807	-0.075624
0.579270	-0.075619	0.578881	-0.075566
0.579344	-0.075561	0.578955	-0.075508
0.579418	-0.075503	0.579029	-0.075450
0.579492	-0.075445	0.579103	-0.075392
0.579566	-0.075387	0.579177	-0.075334
0.579640	-0.075329	0.579251	-0.075276
0.579713	-0.075271	0.579324	-0.075218
0.579787	-0.075213	0.579398	-0.075161
0.579861	-0.075155	0.579472	-0.075103
0.579935	-0.075097	0.579545	-0.075045
0.580008	-0.075039	0.579619	-0.074987
0.580082	-0.074981	0.579692	-0.074929
0.580155	-0.074923	0.579766	-0.074871
0.580229	-0.074865	0.579839	-0.074813
0.580302	-0.074807	0.579912	-0.074755
0.580375	-0.074749	0.579986	-0.074697
0.580449	-0.074691	0.580059	-0.074639
0.580522	-0.074633	0.580132	-0.074581
0.580595	-0.074575	0.580205	-0.074523
0.580668	-0.074517	0.580278	-0.074465
0.580741	-0.074459	0.580351	-0.074407
0.580814	-0.074401	0.580424	-0.074349
0.580887	-0.074342	0.580497	-0.074291
0.580960	-0.074284	0.580569	-0.074233
0.581033	-0.074226	0.580642	-0.074174
0.581105	-0.074168	0.580715	-0.074116
0.581178	-0.074110	0.580787	-0.074058
0.581251	-0.074052	0.580860	-0.074000
0.581323	-0.073994	0.580932	-0.073942
0.581396	-0.073936	0.581005	-0.073884
0.581468	-0.073878	0.581077	-0.073826
0.581541	-0.073819	0.581150	-0.073768
0.581613	-0.073761	0.581222	-0.073710
0.581685	-0.073703	0.581294	-0.073652
0.581758	-0.073645	0.581366	-0.073593
0.581830	-0.073587	0.581438	-0.073535
0.581902	-0.073529	0.581510	-0.073477
0.581974	-0.073470	0.581582	-0.073419
0.582046	-0.073412	0.581654	-0.073361
0.582118	-0.073354	0.581726	-0.073303
0.582190	-0.073296	0.581798	-0.073245
0.582262	-0.073238	0.581870	-0.073186
0.582333	-0.073179	0.581942	-0.073128
0.582405	-0.073121	0.582013	-0.073070
0.582477	-0.073063	0.582085	-0.073012
0.582548	-0.073005	0.582156	-0.072954
0.582620	-0.072946	0.582228	-0.072895
0.582691	-0.072888	0.582299	-0.072837
0.582763	-0.072830	0.582371	-0.072779
0.582834	-0.072772	0.582442	-0.072721
0.582906	-0.072713	0.582513	-0.072662
0.582977	-0.072655	0.582584	-0.072604
0.583048	-0.072597	0.582655	-0.072546
0.583119	-0.072538	0.582726	-0.072488
0.583190	-0.072480	0.582798	-0.072429
0.583261	-0.072422	0.582868	-0.072371
0.583332	-0.072363	0.582939	-0.072313
0.583403	-0.072305	0.583010	-0.072254
0.583474	-0.072247	0.583081	-0.072196
0.583545	-0.072188	0.583152	-0.072138
0.583616	-0.072130	0.583222	-0.072079
0.583686	-0.072072	0.583293	-0.072021
0.583757	-0.072013	0.583364	-0.071963
0.583828	-0.071955	0.583434	-0.071904
0.583898	-0.071897	0.583505	-0.071846
0.583969	-0.071838	0.583575	-0.071788
0.584039	-0.071780	0.583645	-0.071729
0.584109	-0.071721	0.583716	-0.071671
0.584180	-0.071663	0.583786	-0.071613
0.584250	-0.071604	0.583856	-0.071554
0.584320	-0.071546	0.583926	-0.071496
0.584390	-0.071488	0.583996	-0.071438
0.584460	-0.071429	0.584066	-0.071379
0.584530	-0.071371	0.584136	-0.071321
0.584600	-0.071312	0.584206	-0.071262
0.584670	-0.071254	0.584276	-0.071204
0.584740	-0.071195	0.584346	-0.071145
0.584810	-0.071137	0.584415	-0.071087
0.584880	-0.071078	0.584485	-0.071029
0.584949	-0.071020	0.584554	-0.070970
0.585019	-0.070961	0.584624	-0.070912
0.585088	-0.070903	0.584693	-0.070853
0.585158	-0.070844	0.584763	-0.070795
0.585227	-0.070786	0.584832	-0.070736
0.585297	-0.070727	0.584902	-0.070678
0.585366	-0.070669	0.584971	-0.070619
0.585435	-0.070610	0.585040	-0.070561
0.585504	-0.070552	0.585109	-0.070502
0.585574	-0.070493	0.585178	-0.070444
0.585643	-0.070435	0.585247	-0.070385
0.585712	-0.070376	0.585316	-0.070327
0.585781	-0.070318	0.585385	-0.070268
0.585850	-0.070259	0.585454	-0.070210
0.585919	-0.070200	0.585523	-0.070151
0.585987	-0.070142	0.585591	-0.070092
0.586056	-0.070083	0.585660	-0.070034
0.586125	-0.070025	0.585729	-0.069975
0.586193	-0.069966	0.585797	-0.069917
0.586262	-0.069907	0.585866	-0.069858
0.586331	-0.069849	0.585934	-0.069800
0.586399	-0.069790	0.586003	-0.069741
0.586467	-0.069731	0.586071	-0.069682
0.586536	-0.069673	0.586139	-0.069624
0.586604	-0.069614	0.586207	-0.069565
0.586672	-0.069555	0.586276	-0.069507
0.586740	-0.069497	0.586344	-0.069448
0.586809	-0.069438	0.586412	-0.069389
0.586877	-0.069379	0.586480	-0.069331
0.586945	-0.069321	0.586548	-0.069272
0.587013	-0.069262	0.586616	-0.069213
0.587080	-0.069203	0.586683	-0.069155
0.587148	-0.069145	0.586751	-0.069096
0.587216	-0.069086	0.586819	-0.069037
0.587284	-0.069027	0.586886	-0.068979
0.587351	-0.068968	0.586954	-0.068920
0.587419	-0.068910	0.587022	-0.068861
0.587487	-0.068851	0.587089	-0.068803
0.587554	-0.068792	0.587156	-0.068744
0.587622	-0.068734	0.587224	-0.068685
0.587689	-0.068675	0.587291	-0.068626
0.587756	-0.068616	0.587358	-0.068568
0.587824	-0.068557	0.587426	-0.068509
0.587891	-0.068498	0.587493	-0.068450
0.587958	-0.068440	0.587560	-0.068391
0.588025	-0.068381	0.587627	-0.068333
0.588092	-0.068322	0.587694	-0.068274
0.588159	-0.068263	0.587761	-0.068215
0.588226	-0.068204	0.587827	-0.068156
0.588293	-0.068146	0.587894	-0.068098
0.588360	-0.068087	0.587961	-0.068039
0.588426	-0.068028	0.588028	-0.067980
