wE	aE	wRK	aRK
0.551792	0.094761	0.550789	0.094600
0.551699	0.094816	0.550697	0.094655
0.551606	0.094871	0.550604	0.094710
0.551513	0.094926	0.550511	0.094765
0.551420	0.094982	0.550418	0.094820
0.551327	0.095037	0.550325	0.094875
0.551234	0.095092	0.550232	0.094930
0.551141	0.095147	0.550139	0.094985
0.551048	0.095202	0.550046	0.095040
0.550955	0.095257	0.549953	0.095095
0.550861	0.095312	0.549860	0.095150
0.550768	0.095367	0.549767	0.095205
0.550674	0.095422	0.549673	0.095260
0.550581	0.095477	0.549580	0.095315
0.550488	0.095533	0.549487	0.095370
0.550394	0.095588	0.549393	0.095425
0.550300	0.095643	0.549300	0.095480
0.550207	0.095698	0.549206	0.095535
0.550113	0.095753	0.549113	0.095589
0.550019	0.095808	0.549019	0.095644
0.549925	0.095863	0.548925	0.095699
0.549831	0.095918	0.548831	0.095754
0.549737	0.095973	0.548738	0.095809
0.549643	0.096028	0.548644	0.095864
0.549549	0.096083	0.548550	0.095919
0.549455	0.096138	0.548456	0.095974
0.549361	0.096192	0.548362	0.096028
0.549267	0.096247	0.548268	0.096083
0.549173	0.096302	0.548174	0.096138
0.549078	0.096357	0.548079	0.096193
0.548984	0.096412	0.547985	0.096248
0.548889	0.096467	0.547891	0.096303
0.548795	0.096522	0.547796	0.096357
0.548700	0.096577	0.547702	0.096412
0.548606	0.096632	0.547608	0.096467
0.548511	0.096687	0.547513	0.096522
0.548416	0.096741	0.547419	0.096576
0.548322	0.096796	0.547324	0.096631
0.548227	0.096851	0.547229	0.096686
0.548132	0.096906	0.547135	0.096741
0.548037	0.096961	0.547040	0.096795
0.547942	0.097016	0.546945	0.096850
0.547847	0.097070	0.546850	0.096905
0.547752	0.097125	0.546755	0.096959
0.547657	0.097180	0.546660	0.097014
0.547562	0.097235	0.546565	0.097069
0.547466	0.097289	0.546470	0.097123
0.547371	0.097344	0.546375	0.097178
0.547276	0.097399	0.546280	0.097233
0.547180	0.097454	0.546184	0.097287
0.547085	0.097508	0.546089	0.097342
0.546990	0.097563	0.545994	0.097396
0.546894	0.097618	0.545898	0.097451
0.546798	0.097672	0.545803	0.097506
0.546703	0.097727	0.545707	0.097560
0.546607	0.097782	0.545612	0.097615
0.546511	0.097836	0.545516	0.097669
0.546415	0.097891	0.545420	0.097724
0.546319	0.097946	0.545325	0.097778
0.546224	0.098000	0.545229	0.097833
0.546128	0.098055	0.545133	0.097887
0.546032	0.098110	0.545037	0.097942
0.545935	0.098164	0.544941	0.097996
0.545839	0.098219	0.544845	0.098051
0.545743	0.098273	0.544749	0.098105
0.545647	0.098328	0.544653	0.098160
0.545551	0.098383	0.544557	0.098214
0.545454	0.098437	0.544460	0.098269
0.545358	0.098492	0.544364	0.098323
0.545261	0.098546	0.544268	0.098378
0.545165	0.098601	0.544172	0.098432
0.545068	0.098655	0.544075	0.098486
0.544972	0.098710	0.543979	0.098541
0.544875	0.098764	0.543882	0.098595
0.544778	0.098819	0.543785	0.098650
0.544681	0.098873	0.543689	0.098704
0.544585	0.098928	0.543592	0.098758
0.544488	0.098982	0.543495	0.098813
0.544391	0.099037	0.543399	0.098867
0.544294	0.099091	0.543302	0.098921
0.544197	0.099145	0.543205	0.098976
0.544100	0.099200	0.543108	0.099030
0.544002	0.099254	0.543011	0.099084
0.543905	0.099309	0.542914	0.099139
0.543808	0.099363	0.542817	0.099193
0.543711	0.099417	0.542719	0.099247
0.543613	0.099472	0.542622	0.099301
0.543516	0.099526	0.542525	0.099356
0.543418	0.099580	0.542428	0.099410
0.543321	0.099635	0.542330	0.099464
0.543223	0.099689	0.542233	0.099518
0.543126	0.099743	0.542135	0.099573
0.543028	0.099798	0.542038	0.099627
0.542930	0.099852	0.541940	0.099681
0.542832	0.099906	0.541842	0.099735
0.542735	0.099961	0.541745	0.099789
0.542637	0.100015	0.541647	0.099844
0.542539	0.100069	0.541549	0.099898
0.542441	0.100123	0.541451	0.099952
0.542343	0.100178	0.541353	0.100006
0.542245	0.100232	0.541255	0.100060
0.542146	0.100286	0.541157	0.100114
0.542048	0.100340	0.541059	0.100168
0.541950	0.100395	0.540961	0.100223
0.541852	0.100449	0.540863	0.100277
0.541753	0.100503	0.540765	0.100331
0.541655	0.100557	0.540667	0.100385
0.541556	0.100611	0.540568	0.100439
0.541458	0.100665	0.540470	0.100493
0.541359	0.100720	0.540371	0.100547
0.541261	0.100774	0.540273	0.100601
0.541162	0.100828	0.540174	0.100655
0.541063	0.100882	0.540076	0.100709
0.540964	0.100936	0.539977	0.100763
0.540865	0.100990	0.539878	0.100817
0.540767	0.101044	0.539780	0.100871
0.540668	0.101098	0.539681	0.100925
0.540569	0.101152	0.539582	0.100979
0.540470	0.101206	0.539483	0.101033
0.540370	0.101261	0.539384	0.101087
0.540271	0.101315	0.539285	0.101141
0.540172	0.101369	0.539186	0.101195
0.540073	0.101423	0.539087	0.101249
0.539973	0.101477	0.538988	0.101302
0.539874	0.101531	0.538888	0.101356
0.539775	0.101585	0.538789	0.101410
0.539675	0.101639	0.538690	0.101464
0.539576	0.101693	0.538590	0.101518
0.539476	0.101747	0.538491	0.101572
0.539376	0.101800	0.538391	0.101626
0.539277	0.101854	0.538292	0.101680
0.539177	0.101908	0.538192	0.101733
0.539077	0.101962	0.538093	0.101787
0.538977	0.102016	0.537993	0.101841
0.538877	0.102070	0.537893	0.101895
0.538777	0.102124	0.537793	0.101949
0.538677	0.102178	0.537693	0.102002
0.538577	0.102232	0.537594	0.102056
0.538477	0.102286	0.537494	0.102110
0.538377	0.102339	0.537394	0.102164
0.538277	0.102393	0.537293	0.102217
0.538177	0.102447	0.537193	0.102271
0.538076	0.102501	0.537093	0.102325
0.537976	0.102555	0.536993	0.102378
0.537875	0.102608	0.536893	0.102432
0.537775	0.102662	0.536792	0.102486
0.537674	0.102716	0.536692	0.102540
0.537574	0.102770	0.536592	0.102593
0.537473	0.102824	0.536491	0.102647
0.537373	0.102877	0.536390	0.102700
0.537272	0.102931	0.536290	0.102754
0.537171	0.102985	0.536189	0.102808
0.537070	0.103038	0.536089	0.102861
0.536969	0.103092	0.535988	0.102915
0.536868	0.103146	0.535887	0.102969
0.536767	0.103200	0.535786	0.103022
0.536666	0.103253	0.535685	0.103076
0.536565	0.103307	0.535584	0.103129
0.536464	0.103361	0.535483	0.103183
0.536363	0.103414	0.535382	0.103236
0.536261	0.103468	0.535281	0.103290
0.536160	0.103521	0.535180	0.103343
0.536059	0.103575	0.535079	0.103397
0.535957	0.103629	0.534977	0.103450
0.535856	0.103682	0.534876	0.103504
0.535754	0.103736	0.534775	0.103557
0.535653	0.103789	0.534673	0.103611
0.535551	0.103843	0.534572	0.103664
0.535449	0.103897	0.534470	0.103718
0.535348	0.103950	0.534369	0.103771
0.535246	0.104004	0.534267	0.103825
0.535144	0.104057	0.534165	0.103878
0.535042	0.104111	0.534063	0.103932
0.534940	0.104164	0.533962	0.103985
0.534838	0.104218	0.533860	0.104038
0.534736	0.104271	0.533758	0.104092
0.534634	0.104325	0.533656	0.104145
0.534532	0.104378	0.533554	0.104198
0.534430	0.104432	0.533452	0.104252
0.534327	0.104485	0.533350	0.104305
0.534225	0.104538	0.533248	0.104358
0.534123	0.104592	0.533145	0.104412
0.534020	0.104645	0.533043	0.104465
0.533918	0.104699	0.532941	0.104518
0.533815	0.104752	0.532838	0.104572
0.533713	0.104805	0.532736	0.104625
0.533610	0.104859	0.532634	0.104678
0.533507	0.104912	0.532531	0.104731
0.533405	0.104966	0.532428	0.104785
0.533302	0.105019	0.532326	0.104838
0.533199	0.105072	0.532223	0.104891
0.533096	0.105126	0.532120	0.104944
0.532993	0.105179	0.532018	0.104998
0.532890	0.105232	0.531915	0.105051
0.532787	0.105285	0.531812	0.105104
0.532684	0.105339	0.531709	0.105157
0.532581	0.105392	0.531606	0.105210
0.532478	0.105445	0.531503	0.105263
0.532375	0.105498	0.531400	0.105317
0.532271	0.105552	0.531297	0.105370
0.532168	0.105605	0.531193	0.105423
0.532064	0.105658	0.531090	0.105476
0.531961	0.105711	0.530987	0.105529
0.531858	0.105765	0.530884	0.105582
0.531754	0.105818	0.530780	0.105635
0.531650	0.105871	0.530677	0.105688
0.531547	0.105924	0.530573	0.105741
0.531443	0.105977	0.530470	0.105794
0.531339	0.106030	0.530366	0.105848
0.531235	0.106084	0.530262	0.105901
0.531131	0.106137	0.530159	0.105954
0.531028	0.106190	0.530055	0.106007
0.530924	0.106243	0.529951	0.106060
0.530820	0.106296	0.529847	0.106113
0.530715	0.106349	0.529743	0.106166
0.530611	0.106402	0.529639	0.106219
0.530507	0.106455	0.529535	0.106271
0.530403	0.106508	0.529431	0.106324
0.530299	0.106561	0.529327	0.106377
0.530194	0.106614	0.529223	0.106430
0.530090	0.106667	0.529119	0.106483
0.529985	0.106720	0.529014	0.106536
0.529881	0.106773	0.528910	0.106589
0.529776	0.106826	0.528806	0.106642
0.529672	0.106879	0.528701	0.106695
0.529567	0.106932	0.528597	0.106748
0.529462	0.106985	0.528492	0.106800
0.529358	0.107038	0.528387	0.106853
0.529253	0.107091	0.528283	0.106906
0.529148	0.107144	0.528178	0.106959
0.529043	0.107197	0.528073	0.107012
0.528938	0.107250	0.527969	0.107065
0.528833	0.107303	0.527864	0.107117
0.528728	0.107356	0.527759	0.107170
0.528623	0.107408	0.527654	0.107223
0.528518	0.107461	0.527549	0.107276
0.528413	0.107514	0.527444	0.107328
0.528307	0.107567	0.527339	0.107381
0.528202	0.107620	0.527233	0.107434
0.528097	0.107673	0.527128	0.107487
0.527991	0.107726	0.527023	0.107539
0.527886	0.107778	0.526918	0.107592
0.527780	0.107831	0.526812	0.107645
0.527675	0.107884	0.526707	0.107697
0.527569	0.107937	0.526601	0.107750
0.527463	0.107989	0.526496	0.107803
0.527358	0.108042	0.526390	0.107855
0.527252	0.108095	0.526285	0.107908
0.527146	0.108148	0.526179	0.107961
0.527040	0.108200	0.526073	0.108013
0.526934	0.108253	0.525967	0.108066
0.526828	0.108306	0.525862	0.108118
0.526722	0.108358	0.525756	0.108171
0.526616	0.108411	0.525650	0.108224
0.526510	0.108464	0.525544	0.108276
0.526404	0.108516	0.525438	0.108329
0.526297	0.108569	0.525332	0.108381
0.526191	0.108622	0.525226	0.108434
0.526085	0.108674	0.525119	0.108486
0.525978	0.108727	0.525013	0.108539
0.525872	0.108779	0.524907	0.108591
0.525765	0.108832	0.524800	0.108644
0.525659	0.108885	0.524694	0.108696
0.525552	0.108937	0.524588	0.108749
0.525446	0.108990	0.524481	0.108801
0.525339	0.109042	0.524375	0.108854
0.525232	0.109095	0.524268	0.108906
0.525125	0.109147	0.524161	0.108958
0.525019	0.109200	0.524055	0.109011
0.524912	0.109252	0.523948	0.109063
0.524805	0.109305	0.523841	0.109116
0.524698	0.109357	0.523734	0.109168
0.524591	0.109410	0.523627	0.109220
0.524483	0.109462	0.523520	0.109273
0.524376	0.109515	0.523413	0.109325
0.524269	0.109567	0.523306	0.109377
0.524162	0.109620	0.523199	0.109430
0.524054	0.109672	0.523092	0.109482
0.523947	0.109724	0.522985	0.109534
0.523840	0.109777	0.522878	0.109587
0.523732	0.109829	0.522770	0.109639
0.523625	0.109882	0.522663	0.109691
0.523517	0.109934	0.522555	0.109744
0.523409	0.109986	0.522448	0.109796
0.523302	0.110039	0.522340	0.109848
0.523194	0.110091	0.522233	0.109900
0.523086	0.110143	0.522125	0.109952
0.522978	0.110196	0.522018	0.110005
0.522871	0.110248	0.521910	0.110057
0.522763	0.110300	0.521802	0.110109
0.522655	0.110352	0.521694	0.110161
0.522547	0.110405	0.521586	0.110213
0.522439	0.110457	0.521478	0.110266
0.522330	0.110509	0.521371	0.110318
0.522222	0.110561	0.521262	0.110370
0.522114	0.110614	0.521154	0.110422
0.522006	0.110666	0.521046	0.110474
0.521897	0.110718	0.520938	0.110526
0.521789	0.110770	0.520830	0.110578
0.521681	0.110822	0.520722	0.110630
0.521572	0.110875	0.520613	0.110682
0.521463	0.110927	0.520505	0.110734
0.521355	0.110979	0.520396	0.110786
0.521246	0.111031	0.520288	0.110838
0.521138	0.111083	0.520179	0.110891
0.521029	0.111135	0.520071	0.110943
0.520920	0.111187	0.519962	0.110995
0.520811	0.111239	0.519853	0.111047
0.520702	0.111292	0.519745	0.111098
0.520593	0.111344	0.519636	0.111150
0.520484	0.111396	0.519527	0.111202
0.520375	0.111448	0.519418	0.111254
0.520266	0.111500	0.519309	0.111306
0.520157	0.111552	0.519200	0.111358
0.520048	0.111604	0.519091	0.111410
0.519938	0.111656	0.518982	0.111462
0.519829	0.111708	0.518873	0.111514
0.519720	0.111760	0.518764	0.111566
0.519610	0.111812	0.518655	0.111618
0.519501	0.111864	0.518545	0.111670
0.519391	0.111916	0.518436	0.111721
0.519282	0.111968	0.518327	0.111773
0.519172	0.112020	0.518217	0.111825
0.519063	0.112071	0.518108	0.111877
0.518953	0.112123	0.517998	0.111929
0.518843	0.112175	0.517888	0.111980
0.518733	0.112227	0.517779	0.112032
0.518623	0.112279	0.517669	0.112084
0.518514	0.112331	0.517559	0.112136
0.518404	0.112383	0.517450	0.112188
0.518294	0.112435	0.517340	0.112239
0.518184	0.112486	0.517230	0.112291
0.518073	0.112538	0.517120	0.112343
0.517963	0.112590	0.517010	0.112394
0.517853	0.112642	0.516900	0.112446
0.517743	0.112694	0.516790	0.112498
0.517632	0.112745	0.516680	0.112550
0.517522	0.112797	0.516569	0.112601
0.517412	0.112849	0.516459	0.112653
0.517301	0.112901	0.516349	0.112704
0.517191	0.112952	0.516238	0.112756
0.517080	0.113004	0.516128	0.112808
0.516969	0.113056	0.516018	0.112859
0.516859	0.113108	0.515907	0.112911
0.516748	0.113159	0.515797	0.112962
0.516637	0.113211	0.515686	0.113014
0.516526	0.113263	0.515575	0.113066
0.516416	0.113314	0.515465	0.113117
0.516305	0.113366	0.515354	0.113169
0.516194	0.113417	0.515243	0.113220
0.516083	0.113469	0.515132	0.113272
0.515972	0.113521	0.515021	0.113323
0.515860	0.113572	0.514910	0.113375
0.515749	0.113624	0.514799	0.113426
0.515638	0.113675	0.514688	0.113478
0.515527	0.113727	0.514577	0.113529
0.515415	0.113779	0.514466	0.113581
0.515304	0.113830	0.514355	0.113632
0.515193	0.113882	0.514243	0.113684
0.515081	0.113933	0.514132	0.113735
0.514970	0.113985	0.514021	0.113786
0.514858	0.114036	0.513909	0.113838
0.514746	0.114088	0.513798	0.113889
0.514635	0.114139	0.513686	0.113941
0.514523	0.114191	0.513575	0.113992
0.514411	0.114242	0.513463	0.114043
0.514299	0.114293	0.513352	0.114095
0.514188	0.114345	0.513240	0.114146
0.514076	0.114396	0.513128	0.114197
0.513964	0.114448	0.513016	0.114249
0.513852	0.114499	0.512904	0.114300
0.513740	0.114551	0.512793	0.114351
0.513627	0.114602	0.512681	0.114402
0.513515	0.114653	0.512569	0.114454
0.513403	0.114705	0.512457	0.114505
0.513291	0.114756	0.512344	0.114556
0.513178	0.114807	0.512232	0.114607
0.513066	0.114859	0.512120	0.114659
0.512954	0.114910	0.512008	0.114710
0.512841	0.114961	0.511895	0.114761
0.512729	0.115012	0.511783	0.114812
0.512616	0.115064	0.511671	0.114863
0.512503	0.115115	0.511558	0.114914
0.512391	0.115166	0.511446	0.114966
0.512278	0.115217	0.511333	0.115017
0.512165	0.115269	0.511221	0.115068
0.512052	0.115320	0.511108	0.115119
0.511940	0.115371	0.510995	0.115170
0.511827	0.115422	0.510882	0.115221
0.511714	0.115474	0.510770	0.115272
0.511601	0.115525	0.510657	0.115323
0.511487	0.115576	0.510544	0.115374
0.511374	0.115627	0.510431	0.115425
0.511261	0.115678	0.510318	0.115477
0.511148	0.115729	0.510205	0.115528
0.511035	0.115780	0.510092	0.115579
0.510921	0.115831	0.509979	0.115630
0.510808	0.115883	0.509865	0.115681
0.510695	0.115934	0.509752	0.115732
0.510581	0.115985	0.509639	0.115783
0.510468	0.116036	0.509525	0.115833
0.510354	0.116087	0.509412	0.115884
0.510240	0.116138	0.509299	0.115935
0.510127	0.116189	0.509185	0.115986
0.510013	0.116240	0.509072	0.116037
0.509899	0.116291	0.508958	0.116088
0.509785	0.116342	0.508844	0.116139
0.509671	0.116393	0.508731	0.116190
0.509558	0.116444	0.508617	0.116241
0.509444	0.116495	0.508503	0.116292
0.509330	0.116546	0.508389	0.116342
0.509215	0.116597	0.508275	0.116393
0.509101	0.116648	0.508161	0.116444
0.508987	0.116699	0.508047	0.116495
0.508873	0.116749	0.507933	0.116546
0.508759	0.116800	0.507819	0.116596
0.508644	0.116851	0.507705	0.116647
0.508530	0.116902	0.507591	0.116698
0.508416	0.116953	0.507477	0.116749
0.508301	0.117004	0.507362	0.116800
0.508187	0.117055	0.507248	0.116850
0.508072	0.117105	0.507134	0.116901
0.507957	0.117156	0.507019	0.116952
0.507843	0.117207	0.506905	0.117002
0.507728	0.117258	0.506790	0.117053
0.507613	0.117309	0.506676	0.117104
0.507498	0.117359	0.506561	0.117154
0.507384	0.117410	0.506446	0.117205
0.507269	0.117461	0.506331	0.117256
0.507154	0.117512	0.506217	0.117306
0.507039	0.117562	0.506102	0.117357
0.506924	0.117613	0.505987	0.117408
0.506809	0.117664	0.505872	0.117458
0.506693	0.117714	0.505757	0.117509
0.506578	0.117765	0.505642	0.117559
0.506463	0.117816	0.505527	0.117610
0.506348	0.117866	0.505412	0.117660
0.506232	0.117917	0.505297	0.117711
0.506117	0.117968	0.505181	0.117761
0.506001	0.118018	0.505066	0.117812
0.505886	0.118069	0.504951	0.117862
0.505770	0.118119	0.504835	0.117913
0.505655	0.118170	0.504720	0.117963
0.505539	0.118220	0.504604	0.118014
0.505423	0.118271	0.504489	0.118064
0.505308	0.118322	0.504373	0.118115
0.505192	0.118372	0.504258	0.118165
0.505076	0.118423	0.504142	0.118216
0.504960	0.118473	0.504026	0.118266
0.504844	0.118524	0.503911	0.118316
0.504728	0.118574	0.503795	0.118367
0.504612	0.118625	0.503679	0.118417
0.504496	0.118675	0.503563	0.118468
0.504380	0.118725	0.503447	0.118518
0.504264	0.118776	0.503331	0.118568
0.504147	0.118826	0.503215	0.118619
0.504031	0.118877	0.503099	0.118669
0.503915	0.118927	0.502983	0.118719
0.503798	0.118978	0.502866	0.118769
0.503682	0.119028	0.502750	0.118820
0.503565	0.119078	0.502634	0.118870
0.503449	0.119129	0.502517	0.118920
0.503332	0.119179	0.502401	0.118971
0.503216	0.119229	0.502285	0.119021
0.503099	0.119280	0.502168	0.119071
0.502982	0.119330	0.502052	0.119121
0.502865	0.119380	0.501935	0.119171
0.502749	0.119431	0.501818	0.119222
0.502632	0.119481	0.501702	0.119272
0.502515	0.119531	0.501585	0.119322
0.502398	0.119581	0.501468	0.119372
0.502281	0.119632	0.501351	0.119422
0.502164	0.119682	0.501234	0.119472
0.502047	0.119732	0.501117	0.119522
0.501929	0.119782	0.501000	0.119573
0.501812	0.119832	0.500883	0.119623
0.501695	0.119883	0.500766	0.119673
0.501578	0.119933	0.500649	0.119723
0.501460	0.119983	0.500532	0.119773
0.501343	0.120033	0.500415	0.119823
0.501225	0.120083	0.500297	0.119873
0.501108	0.120133	0.500180	0.119923
0.500990	0.120183	0.500063	0.119973
0.500873	0.120234	0.499945	0.120023
0.500755	0.120284	0.499828	0.120073
0.500637	0.120334	0.499710	0.120123
0.500519	0.120384	0.499593	0.120173
0.500402	0.120434	0.499475	0.120223
0.500284	0.120484	0.499357	0.120273
0.500166	0.120534	0.499240	0.120323
0.500048	0.120584	0.499122	0.120373
0.499930	0.120634	0.499004	0.120423
0.499812	0.120684	0.498886	0.120472
0.499694	0.120734	0.498768	0.120522
0.499576	0.120784	0.498650	0.120572
0.499457	0.120834	0.498532	0.120622
0.499339	0.120884	0.498414	0.120672
0.499221	0.120934	0.498296	0.120722
0.499102	0.120984	0.498178	0.120772
0.498984	0.121034	0.498060	0.120821
0.498866	0.121083	0.497941	0.120871
0.498747	0.121133	0.497823	0.120921
0.498629	0.121183	0.497705	0.120971
0.498510	0.121233	0.497586	0.121021
0.498391	0.121283	0.497468	0.121070
0.498273	0.121333	0.497349	0.121120
0.498154	0.121383	0.497231	0.121170
0.498035	0.121432	0.497112	0.121219
0.497916	0.121482	0.496993	0.121269
0.497797	0.121532	0.496875	0.121319
0.497678	0.121582	0.496756	0.121369
0.497560	0.121632	0.496637	0.121418
0.497440	0.121681	0.496518	0.121468
0.497321	0.121731	0.496399	0.121518
0.497202	0.121781	0.496281	0.121567
0.497083	0.121830	0.496162	0.121617
0.496964	0.121880	0.496043	0.121666
0.496845	0.121930	0.495923	0.121716
0.496725	0.121980	0.495804	0.121766
0.496606	0.122029	0.495685	0.121815
0.496487	0.122079	0.495566	0.121865
0.496367	0.122129	0.495447	0.121914
0.496248	0.122178	0.495327	0.121964
0.496128	0.122228	0.495208	0.122013
0.496008	0.122277	0.495088	0.122063
0.495889	0.122327	0.494969	0.122112
0.495769	0.122377	0.494849	0.122162
0.495649	0.122426	0.494730	0.122211
0.495529	0.122476	0.494610	0.122261
0.495410	0.122525	0.494491	0.122310
0.495290	0.122575	0.494371	0.122360
0.495170	0.122624	0.494251	0.122409
0.495050	0.122674	0.494131	0.122459
0.494930	0.122723	0.494012	0.122508
0.494810	0.122773	0.493892	0.122557
0.494690	0.122822	0.493772	0.122607
0.494569	0.122872	0.493652	0.122656
0.494449	0.122921	0.493532	0.122705
0.494329	0.122971	0.493412	0.122755
0.494208	0.123020	0.493291	0.122804
0.494088	0.123070	0.493171	0.122853
0.493968	0.123119	0.493051	0.122903
0.493847	0.123168	0.492931	0.122952
0.493727	0.123218	0.492810	0.123001
0.493606	0.123267	0.492690	0.123051
0.493486	0.123317	0.492569	0.123100
0.493365	0.123366	0.492449	0.123149
0.493244	0.123415	0.492328	0.123198
0.493123	0.123465	0.492208	0.123248
0.493003	0.123514	0.492087	0.123297
0.492882	0.123563	0.491967	0.123346
0.492761	0.123612	0.491846	0.123395
0.492640	0.123662	0.491725	0.123444
0.492519	0.123711	0.491604	0.123494
0.492398	0.123760	0.491483	0.123543
0.492277	0.123809	0.491363	0.123592
0.492156	0.123859	0.491242	0.123641
0.492034	0.123908	0.491121	0.123690
0.491913	0.123957	0.491000	0.123739
0.491792	0.124006	0.490878	0.123788
0.491670	0.124055	0.490757	0.123837
0.491549	0.124105	0.490636	0.123886
0.491428	0.124154	0.490515	0.123936
0.491306	0.124203	0.490394	0.123985
0.491185	0.124252	0.490272	0.124034
0.491063	0.124301	0.490151	0.124083
0.490941	0.124350	0.490029	0.124132
0.490820	0.124399	0.489908	0.124181
0.490698	0.124448	0.489786	0.124230
0.490576	0.124498	0.489665	0.124279
0.490454	0.124547	0.489543	0.124328
0.490333	0.124596	0.489421	0.124376
0.490211	0.124645	0.489300	0.124425
0.490089	0.124694	0.489178	0.124474
0.489967	0.124743	0.489056	0.124523
0.489845	0.124792	0.488934	0.124572
0.489723	0.124841	0.488812	0.124621
0.489600	0.124890	0.488690	0.124670
0.489478	0.124939	0.488568	0.124719
0.489356	0.124988	0.488446	0.124768
0.489234	0.125037	0.488324	0.124816
0.489111	0.125085	0.488202	0.124865
0.488989	0.125134	0.488080	0.124914
0.488866	0.125183	0.487958	0.124963
0.488744	0.125232	0.487835	0.125012
0.488621	0.125281	0.487713	0.125060
0.488499	0.125330	0.487591	0.125109
0.488376	0.125379	0.487468	0.125158
0.488254	0.125428	0.487346	0.125207
0.488131	0.125476	0.487223	0.125255
0.488008	0.125525	0.487101	0.125304
0.487885	0.125574	0.486978	0.125353
0.487762	0.125623	0.486855	0.125402
0.487639	0.125672	0.486733	0.125450
0.487517	0.125720	0.486610	0.125499
0.487394	0.125769	0.486487	0.125548
0.487270	0.125818	0.486364	0.125596
0.487147	0.125867	0.486241	0.125645
0.487024	0.125915	0.486118	0.125693
0.486901	0.125964	0.485995	0.125742
0.486778	0.126013	0.485872	0.125791
0.486654	0.126061	0.485749	0.125839
0.486531	0.126110	0.485626	0.125888
0.486408	0.126159	0.485503	0.125936
0.486284	0.126207	0.485380	0.125985
0.486161	0.126256	0.485256	0.126033
0.486037	0.126305	0.485133	0.126082
0.485914	0.126353	0.485010	0.126130
0.485790	0.126402	0.484886	0.126179
0.485666	0.126450	0.484763	0.126227
0.485543	0.126499	0.484639	0.126276
0.485419	0.126547	0.484516	0.126324
0.485295	0.126596	0.484392	0.126373
0.485171	0.126645	0.484268	0.126421
0.485047	0.126693	0.484145	0.126470
0.484923	0.126742	0.484021	0.126518
0.484799	0.126790	0.483897	0.126566
0.484675	0.126839	0.483773	0.126615
0.484551	0.126887	0.483649	0.126663
0.484427	0.126935	0.483525	0.126712
0.484303	0.126984	0.483401	0.126760
0.484179	0.127032	0.483277	0.126808
0.484054	0.127081	0.483153	0.126857
0.483930	0.127129	0.483029	0.126905
0.483806	0.127178	0.482905	0.126953
0.483681	0.127226	0.482781	0.127001
0.483557	0.127274	0.482656	0.127050
0.483432	0.127323	0.482532	0.127098
0.483308	0.127371	0.482408	0.127146
0.483183	0.127419	0.482283	0.127195
0.483058	0.127468	0.482159	0.127243
0.482934	0.127516	0.482034	0.127291
0.482809	0.127564	0.481910	0.127339
0.482684	0.127612	0.481785	0.127387
0.482559	0.127661	0.481660	0.127435
0.482434	0.127709	0.481536	0.127484
0.482310	0.127757	0.481411	0.127532
0.482185	0.127805	0.481286	0.127580
0.482060	0.127854	0.481161	0.127628
0.481934	0.127902	0.481036	0.127676
0.481809	0.127950	0.480911	0.127724
0.481684	0.127998	0.480787	0.127772
0.481559	0.128046	0.480661	0.127820
0.481434	0.128095	0.480536	0.127868
0.481308	0.128143	0.480411	0.127917
0.481183	0.128191	0.480286	0.127965
0.481058	0.128239	0.480161	0.128013
0.480932	0.128287	0.480036	0.128061
0.480807	0.128335	0.479910	0.128109
0.480681	0.128383	0.479785	0.128157
0.480555	0.128431	0.479660	0.128205
0.480430	0.128479	0.479534	0.128253
0.480304	0.128527	0.479409	0.128300
0.480178	0.128575	0.479283	0.128348
0.480053	0.128624	0.479158	0.128396
0.479927	0.128672	0.479032	0.128444
0.479801	0.128719	0.478906	0.128492
0.479675	0.128767	0.478780	0.128540
0.479549	0.128815	0.478655	0.128588
0.479423	0.128863	0.478529	0.128636
0.479297	0.128911	0.478403	0.128684
0.479171	0.128959	0.478277	0.128731
0.479045	0.129007	0.478151	0.128779
0.478918	0.129055	0.478025	0.128827
0.478792	0.129103	0.477899	0.128875
0.478666	0.129151	0.477773	0.128923
0.478539	0.129199	0.477647	0.128970
0.478413	0.129247	0.477521	0.129018
0.478287	0.129294	0.477394	0.129066
0.478160	0.129342	0.477268	0.129114
0.478034	0.129390	0.477142	0.129161
0.477907	0.129438	0.477015	0.129209
0.477780	0.129486	0.476889	0.129257
0.477654	0.129533	0.476762	0.129304
0.477527	0.129581	0.476636	0.129352
0.477400	0.129629	0.476509	0.129400
0.477273	0.129677	0.476383	0.129447
0.477147	0.129724	0.476256	0.129495
0.477020	0.129772	0.476129	0.129543
0.476893	0.129820	0.476003	0.129590
0.476766	0.129868	0.475876	0.129638
0.476639	0.129915	0.475749	0.129685
0.476512	0.129963	0.475622	0.129733
0.476385	0.130011	0.475495	0.129781
0.476257	0.130058	0.475368	0.129828
0.476130	0.130106	0.475241	0.129876
0.476003	0.130153	0.475114	0.129923
0.475876	0.130201	0.474987	0.129971
0.475748	0.130249	0.474860	0.130018
0.475621	0.130296	0.474733	0.130066
0.475493	0.130344	0.474605	0.130113
0.475366	0.130391	0.474478	0.130161
0.475238	0.130439	0.474351	0.130208
0.475111	0.130486	0.474223	0.130255
0.474983	0.130534	0.474096	0.130303
0.474855	0.130581	0.473968	0.130350
0.474728	0.130629	0.473841	0.130398
0.474600	0.130676	0.473713	0.130445
0.474472	0.130724	0.473586	0.130492
